"","x","y"
"1",-7.3987006664735,51.8711416276462
"2",-7.3335006664735,51.8711416276462
"3",-7.2683006664735,51.8711416276462
"4",-7.2031006664735,51.8711416276462
"5",-7.1379006664735,51.8711416276462
"6",-7.0727006664735,51.8711416276462
"7",-7.0075006664735,51.8711416276462
"8",-6.9423006664735,51.8711416276462
"9",-6.8771006664735,51.8711416276462
"10",-6.8119006664735,51.8711416276462
"11",-6.7467006664735,51.8711416276462
"12",-6.6815006664735,51.8711416276462
"13",-6.6163006664735,51.8711416276462
"14",-6.5511006664735,51.8711416276462
"15",-6.4859006664735,51.8711416276462
"16",-6.4207006664735,51.8711416276462
"17",-6.3555006664735,51.8711416276462
"18",-6.2903006664735,51.8711416276462
"19",-6.2251006664735,51.8711416276462
"20",-6.1599006664735,51.8711416276462
"21",-6.0947006664735,51.8711416276462
"22",-6.0295006664735,51.8711416276462
"23",-5.9643006664735,51.8711416276462
"24",-5.8991006664735,51.8711416276462
"25",-5.8339006664735,51.8711416276462
"26",-5.7687006664735,51.8711416276462
"27",-5.7035006664735,51.8711416276462
"28",-5.6383006664735,51.8711416276462
"29",-5.5731006664735,51.8711416276462
"30",-5.5079006664735,51.8711416276462
"31",-5.4427006664735,51.8711416276462
"32",-5.3775006664735,51.8711416276462
"33",-5.3123006664735,51.8711416276462
"34",-5.2471006664735,51.8711416276462
"35",-5.1819006664735,51.8711416276462
"36",-5.1167006664735,51.8711416276462
"37",-5.0515006664735,51.8711416276462
"38",-4.9863006664735,51.8711416276462
"39",-4.9211006664735,51.8711416276462
"40",-4.8559006664735,51.8711416276462
"41",-4.7907006664735,51.8711416276462
"42",-4.7255006664735,51.8711416276462
"43",-4.6603006664735,51.8711416276462
"44",-4.5951006664735,51.8711416276462
"45",-4.5299006664735,51.8711416276462
"46",-4.4647006664735,51.8711416276462
"47",-4.3995006664735,51.8711416276462
"48",-4.3343006664735,51.8711416276462
"49",-4.2691006664735,51.8711416276462
"50",-4.2039006664735,51.8711416276462
"51",-4.1387006664735,51.8711416276462
"52",-4.0735006664735,51.8711416276462
"53",-4.0083006664735,51.8711416276462
"54",-3.9431006664735,51.8711416276462
"55",-3.8779006664735,51.8711416276462
"56",-3.8127006664735,51.8711416276462
"57",-3.7475006664735,51.8711416276462
"58",-3.6823006664735,51.8711416276462
"59",-3.6171006664735,51.8711416276462
"60",-3.5519006664735,51.8711416276462
"61",-3.4867006664735,51.8711416276462
"62",-3.4215006664735,51.8711416276462
"63",-3.3563006664735,51.8711416276462
"64",-3.2911006664735,51.8711416276462
"65",-3.2259006664735,51.8711416276462
"66",-3.1607006664735,51.8711416276462
"67",-3.0955006664735,51.8711416276462
"68",-3.0303006664735,51.8711416276462
"69",-2.9651006664735,51.8711416276462
"70",-2.8999006664735,51.8711416276462
"71",-2.8347006664735,51.8711416276462
"72",-2.7695006664735,51.8711416276462
"73",-2.7043006664735,51.8711416276462
"74",-2.6391006664735,51.8711416276462
"75",-2.5739006664735,51.8711416276462
"76",-2.5087006664735,51.8711416276462
"77",-2.4435006664735,51.8711416276462
"78",-2.3783006664735,51.8711416276462
"79",-2.3131006664735,51.8711416276462
"80",-2.2479006664735,51.8711416276462
"81",-2.1827006664735,51.8711416276462
"82",-2.1175006664735,51.8711416276462
"83",-2.0523006664735,51.8711416276462
"84",-1.9871006664735,51.8711416276462
"85",-1.9219006664735,51.8711416276462
"86",-1.8567006664735,51.8711416276462
"87",-1.7915006664735,51.8711416276462
"88",-1.7263006664735,51.8711416276462
"89",-1.6611006664735,51.8711416276462
"90",-1.5959006664735,51.8711416276462
"91",-1.5307006664735,51.8711416276462
"92",-1.4655006664735,51.8711416276462
"93",-1.4003006664735,51.8711416276462
"94",-1.3351006664735,51.8711416276462
"95",-1.2699006664735,51.8711416276462
"96",-1.2047006664735,51.8711416276462
"97",-1.1395006664735,51.8711416276462
"98",-1.0743006664735,51.8711416276462
"99",-1.0091006664735,51.8711416276462
"100",-0.9439006664735,51.8711416276462
"101",-0.8787006664735,51.8711416276462
"102",-0.8135006664735,51.8711416276462
"103",-0.748300666473499,51.8711416276462
"104",-0.683100666473499,51.8711416276462
"105",-0.617900666473499,51.8711416276462
"106",-0.552700666473499,51.8711416276462
"107",-0.487500666473499,51.8711416276462
"108",-0.422300666473499,51.8711416276462
"109",-0.357100666473499,51.8711416276462
"110",-0.2919006664735,51.8711416276462
"111",-0.2267006664735,51.8711416276462
"112",-0.1615006664735,51.8711416276462
"113",-0.0963006664734998,51.8711416276462
"114",-0.0311006664734998,51.8711416276462
"115",0.0340993335265001,51.8711416276462
"116",0.0992993335265009,51.8711416276462
"117",0.164499333526501,51.8711416276462
"118",0.229699333526501,51.8711416276462
"119",0.294899333526501,51.8711416276462
"120",0.360099333526501,51.8711416276462
"121",0.425299333526501,51.8711416276462
"122",0.4904993335265,51.8711416276462
"123",0.5556993335265,51.8711416276462
"124",0.6208993335265,51.8711416276462
"125",0.686099333526501,51.8711416276462
"126",0.7512993335265,51.8711416276462
"127",0.816499333526501,51.8711416276462
"128",0.8816993335265,51.8711416276462
"129",0.946899333526501,51.8711416276462
"130",1.0120993335265,51.8711416276462
"131",1.0772993335265,51.8711416276462
"132",1.1424993335265,51.8711416276462
"133",1.2076993335265,51.8711416276462
"134",1.2728993335265,51.8711416276462
